Month,Mortgage,Balance,Interest,Paid Amount
52,1833.5152783767694,282846.63273201935,1458.5910185082228,374.92425986854664
53,1833.5152783767694,282469.77761221246,1456.6601585698993,376.8551198068701
54,1833.5152783767694,282090.98168853857,1454.719354702894,378.79592367387545
55,1833.5152783767694,281710.23496585776,1452.7685556959734,380.746722680796
56,1833.5152783767694,281327.5273975552,1450.8077100741673,382.7075683026021
57,1833.5152783767694,280942.84888527583,1448.836766097409,384.67851227936035
58,1833.5152783767694,280556.18927865825,1446.8556717591707,386.6596066175987
59,1833.5152783767694,280167.5383750666,1444.86437478509,388.6509035916795
60,1833.5152783767694,279776.88591932144,1442.862822631593,390.65245574517644
61,1833.5152783767694,279384.2216034292,1440.8509624845053,392.6643158922641
62,1833.5152783767694,278989.5350663101,1438.82874125766,394.6865371191093
63,1833.5152783767694,278592.8158935248,1436.7961055914968,396.7191727852726
64,1833.5152783767694,278194.05361699965,1434.7530018516525,398.76227652511693
65,1833.5152783767694,277793.2377147504,1432.699376127548,400.8159022492214
66,1833.5152783767694,277390.3576106046,1430.6351742309644,402.88010414580503
67,1833.5152783767694,276985.4026739225,1428.5603416946135,404.9549366821559
68,1833.5152783767694,276578.3622193164,1426.4748237707008,407.0404546060686
69,1833.5152783767694,276169.22550636914,1424.3785654294795,409.1367129472899
70,1833.5152783767694,275757.9817393502,1422.2715113578008,411.2437670189686
71,1833.5152783767694,275344.62006693106,1420.1536059576536,413.36167241911585
72,1833.5152783767694,274929.129581899,1418.0247933446951,415.4904850320743
73,1833.5152783767694,274511.499320869,1415.8850173467797,417.6302610299897
74,1833.5152783767694,274091.71826399467,1413.7342215024753,419.7810568742941
75,1833.5152783767694,273669.7753346775,1411.5723490595726,421.9429293171968
76,1833.5152783767694,273245.65939927433,1409.399342973589,424.1159354031804
77,1833.5152783767694,272819.35926680383,1407.2151459062627,426.3001324705067
78,1833.5152783767694,272390.8636886511,1405.0197002240395,428.4955781527299
79,1833.5152783767694,271960.1613582709,1402.8129479965535,430.7023303802159
80,1833.5152783767694,271527.24091088923,1400.5948309950952,432.9204473816742
81,1833.5152783767694,271092.09092320356,1398.3652906910795,435.1499876856899
82,1833.5152783767694,270654.6999130813,1396.1242682544982,437.39101012227115
83,1833.5152783767694,270215.05633925693,1393.8717045523688,439.6435738244006
84,1833.5152783767694,269773.1486010273,1391.6075401471733,441.90773822959613
85,1833.5152783767694,269328.96503794583,1389.3317152952907,444.1835630814787
86,1833.5152783767694,268882.4939295145,1387.0441699454211,446.4711084313483
87,1833.5152783767694,268433.7234948747,1384.7448437369994,448.77043463977
88,1833.5152783767694,267982.64189249655,1382.4336759986047,451.0816023781647
89,1833.5152783767694,267529.23721986613,1380.1106057463574,453.40467263041205
90,1833.5152783767694,267073.4975131717,1377.7755716823106,455.73970669445885
91,1833.5152783767694,266615.41074698773,1375.4285121928342,458.0867661839352
92,1833.5152783767694,266154.96483395796,1373.0693653469868,460.44591302978256
93,1833.5152783767694,265692.14762447606,1370.6980688948834,462.81720948188604
94,1833.5152783767694,265226.94690636534,1368.3145602660516,465.20071811071784
95,1833.5152783767694,264759.3504045564,1365.9187765677816,467.5965018089878
96,1833.5152783767694,264289.3457807631,1363.5106545834653,470.00462379330406
97,1833.5152783767694,263816.92063315725,1361.0901307709298,472.4251476058396
98,1833.5152783767694,263342.06249604124,1358.6571412607598,474.85813711600963
99,1833.5152783767694,262864.75883951905,1356.2116218546123,477.3036565221571
100,1833.5152783767694,262384.9970691658,1353.753508023523,479.76177035324645
101,1833.5152783767694,261902.76452569524,1351.2827349062038,482.2325434705656
102,1833.5152783767694,261418.0484846258,1348.7992373073305,484.7160410694389
103,1833.5152783767694,260930.83615594485,1346.3029496958227,487.2123286809467
104,1833.5152783767694,260441.1146837712,1343.793806203116,489.7214721736534
105,1833.5152783767694,259948.87114601585,1341.2717406214215,492.2435377553479
106,1833.5152783767694,259454.09255404107,1338.7366864019816,494.7785919747878
107,1833.5152783767694,258956.76585231762,1336.1885766533114,497.326701723458
108,1833.5152783767694,258456.87791808028,1333.6273441394358,499.88793423733364
109,1833.5152783767694,257954.41556098164,1331.0529212781132,502.4623570986562
110,1833.5152783767694,257449.36552274393,1328.4652401390554,505.05003823771403
111,1833.5152783767694,256941.71447680928,1325.8642324421312,507.6510459346382
112,1833.5152783767694,256431.44902798807,1323.2498295555677,510.26544882120174
113,1833.5152783767694,255918.55571210544,1320.6219624941384,512.893315882631
114,1833.5152783767694,255403.02099564602,1317.9805619173428,515.5347164594266
115,1833.5152783767694,254884.83127539683,1315.3255581275769,518.1897202491925
116,1833.5152783767694,254363.97287808836,1312.6568810682936,520.8583973084758
117,1833.5152783767694,253840.43206003375,1309.974460322155,523.5408180546144
118,1833.5152783767694,253314.19500676615,1307.2782251091737,526.2370532675957
119,1833.5152783767694,252785.24783267424,1304.5681042848455,528.9471740919239
120,1833.5152783767694,252253.57658063574,1301.8440263382724,531.671252038497
121,1833.5152783767694,251719.16722164923,1299.105919390274,534.4093589864954
122,1833.5152783767694,251182.00565446395,1296.3537111914934,537.161567185276
123,1833.5152783767694,250642.07770520766,1293.5873291204894,539.92794925628
124,1833.5152783767694,250099.3691270127,1290.8067001818195,542.70857819495
125,1833.5152783767694,249553.86559964003,1288.0117510041155,545.5035273726539
126,1833.5152783767694,249005.55272910142,1285.2024078381462,548.3128705386232
127,1833.5152783767694,248454.41604727952,1282.378596554872,551.1366818218974
128,1833.5152783767694,247900.44101154624,1279.5402426434894,553.97503573328
129,1833.5152783767694,247343.61300437895,1276.687271209463,556.8280071673064
130,1833.5152783767694,246783.91733297473,1273.8196069725516,559.6956714042178
131,1833.5152783767694,246221.33922886278,1270.9371742648198,562.5781041119496
132,1833.5152783767694,245655.86384751464,1268.039897028643,565.4753813481263
133,1833.5152783767694,245087.4762679526,1265.1276988147004,568.387579562069
134,1833.5152783767694,244516.16149235578,1262.2005027799557,571.3147755968137
135,1833.5152783767694,243941.90444566464,1259.2582316856322,574.2570466911372
136,1833.5152783767694,243364.68997518305,1256.3008078951727,577.2144704815967
137,1833.5152783767694,242784.50285017848,1253.3281533721927,580.1871250045767
138,1833.5152783767694,242201.32776148012,1250.3401896784192,583.1750886983502
139,1833.5152783767694,241615.14932107498,1247.3368379716226,586.1784404051468
140,1833.5152783767694,241025.95206170174,1244.3180190035362,589.1972593732332
141,1833.5152783767694,240433.72043644273,1241.2836531177638,592.2316252590056
142,1833.5152783767694,239838.43881831365,1238.23366024768,595.2816181290893
143,1833.5152783767694,239240.0914998512,1235.1679599143151,598.3473184624543
144,1833.5152783767694,238638.66269269868,1232.0864712242335,601.4288071525359
145,1833.5152783767694,238034.13652718932,1228.989112867398,604.5261655093714
146,1833.5152783767694,237426.49705192758,1225.8758031150248,607.6394752617446
147,1833.5152783767694,236815.72823336825,1222.746459817427,610.7688185593424
148,1833.5152783767694,236201.81395539333,1219.6010004018465,613.9142779749229
149,1833.5152783767694,235584.73801888683,1216.4393418702757,617.0759365064937
150,1833.5152783767694,234964.48414130733,1213.2614007972672,620.2538775795022
151,1833.5152783767694,234341.0359562583,1210.0670933277327,623.4481850490367
152,1833.5152783767694,233714.37701305628,1206.8563351747302,626.6589432020392
153,1833.5152783767694,233084.49077629673,1203.6290416172396,629.8862367595298
154,1833.5152783767694,232451.3606254179,1200.3851274979281,633.1301508788413
155,1833.5152783767694,231814.96985426205,1197.1245072209022,636.3907711558672
156,1833.5152783767694,231175.30167063474,1193.8470947494495,639.6681836273199
157,1833.5152783767694,230532.33919586174,1190.5528036037688,642.9624747730006
158,1833.5152783767694,229886.06546434367,1187.2415468586878,646.2737315180816
159,1833.5152783767694,229236.46342310827,1183.9132371413698,649.6020412353996
160,1833.5152783767694,228583.5159313605,1180.5677866290075,652.9474917477619
161,1833.5152783767694,227927.20576003025,1177.2051070465066,656.3101713302628
162,1833.5152783767694,227267.51559131764,1173.825109664156,659.6901687126135
163,1833.5152783767694,226604.42801823615,1170.4277052952857,663.0875730814837
164,1833.5152783767694,225937.9255441533,1167.0128042939161,666.5024740828533
165,1833.5152783767694,225267.9905823289,1163.5803165523894,669.93496182438
166,1833.5152783767694,224594.60545545112,1160.1301514989937,673.3851268777757
167,1833.5152783767694,223917.75239516993,1156.6622180955733,676.8530602811961
168,1833.5152783767694,223237.41354162828,1153.176424835125,680.3388535416443
169,1833.5152783767694,222553.5709429909,1149.6726797393856,683.8425986373838
170,1833.5152783767694,221866.20655497053,1146.150890356403,687.3643880203665
171,1833.5152783767694,221175.30224035186,1142.610963758098,690.9043146186714
172,1833.5152783767694,220480.8397685129,1139.0528065378119,694.4624718389575
173,1833.5152783767694,219782.80081494397,1135.4763248078414,698.038953568928
174,1833.5152783767694,219081.16696076415,1131.8814241969615,701.6338541798079
175,1833.5152783767694,218375.91969223533,1128.2680098479352,705.2472685288342
176,1833.5152783767694,217667.04040027357,1124.635986415012,708.8792919617574
177,1833.5152783767694,216954.5103799582,1120.985258061409,712.5300203153604
178,1833.5152783767694,216238.31083003822,1117.3157284567847,716.1995499199847
179,1833.5152783767694,215518.42285243614,1113.6273007746968,719.8879776020726
180,1833.5152783767694,214794.8274517494,1109.919877690046,723.5954006867235
181,1833.5152783767694,214067.50553474916,1106.1933613765093,727.3219170002601
182,1833.5152783767694,213336.43790987635,1102.4476535039582,731.0676248728112
183,1833.5152783767694,212601.60528673543,1098.6826552358632,734.8326231409062
184,1833.5152783767694,211862.98827558535,1094.8982672266873,738.6170111500821
185,1833.5152783767694,211120.56738682784,1091.0943896192643,742.420888757505
186,1833.5152783767694,210374.32303049322,1087.2709220421632,746.2443563346062
187,1833.5152783767694,209624.2355157235,1083.4277636070399,750.0875147697295
188,1833.5152783767694,208870.2850502527,1079.5648129059762,753.9504654707932
189,1833.5152783767694,208112.45173988474,1075.6819680088013,757.8333103679681
190,1833.5152783767694,207350.71558796839,1071.7791264604064,761.736151916363
191,1833.5152783767694,206585.05649486964,1067.856185278037,765.6590930987325
192,1833.5152783767694,205815.45425744145,1063.9130409485786,769.6022374281908
193,1833.5152783767694,205041.8885684905,1059.9495894258234,773.565688950946
194,1833.5152783767694,204264.33901624146,1055.965726127726,777.5495522490435
195,1833.5152783767694,203482.78508379834,1051.9613459336433,781.5539324431261
196,1833.5152783767694,202697.20614860315,1047.9363431815616,785.5789351952078
197,1833.5152783767694,201907.58148189168,1043.890611665306,789.6246667114633
198,1833.5152783767694,201113.89024814666,1039.824044631742,793.6912337450274
199,1833.5152783767694,200316.11150454785,1035.7365347779553,797.7787435988141
200,1833.5152783767694,199514.2242004195,1031.6279742484214,801.887304128348
201,1833.5152783767694,198708.20717667488,1027.4982546321603,806.0170237446091
202,1833.5152783767694,197898.039165258,1023.3472669598758,810.1680114168936
203,1833.5152783767694,197083.69878858232,1019.1749017010787,814.3403766756907
204,1833.5152783767694,196265.16455896676,1014.981048761199,818.5342296155704
205,1833.5152783767694,195442.41487806867,1010.7655974786786,822.7496808980908
206,1833.5152783767694,194615.42803631394,1006.5284366220536,826.9868417547158
207,1833.5152783767694,193784.1822123242,1002.2694543870167,831.2458239897527
208,1833.5152783767694,192948.6554723409,997.9885383934696,835.5267399832998
209,1833.5152783767694,192108.8257696467,993.6855756825556,839.8297026942138
210,1833.5152783767694,191264.67094398363,989.3604527136805,844.1548256630889
211,1833.5152783767694,190416.16872096836,985.0130553615157,848.5022230152537
212,1833.5152783767694,189563.29671150458,980.643268912987,852.8720094637824
213,1833.5152783767694,188706.03241119205,976.2509780642486,857.2643003125208
214,1833.5152783767694,187844.35319973293,971.836066917639,861.6792114591304
215,1833.5152783767694,186978.23634033478,967.3984189786246,866.1168593981448
216,1833.5152783767694,186107.65897911074,962.937917152724,870.5773612240454
217,1833.5152783767694,185232.5981444764,958.4544437424202,875.0608346343492
218,1833.5152783767694,184353.03074654366,953.9478804440533,879.5673979327161
219,1833.5152783767694,183468.9335765116,949.4181083446998,884.0971700320696
220,1833.5152783767694,182580.28330605387,944.8650079190347,888.6502704577347
221,1833.5152783767694,181687.05648670328,940.2884590261773,893.2268193505921
222,1833.5152783767694,180789.22954923304,935.6883409065217,897.8269374702477
223,1833.5152783767694,179886.77880303483,931.0645321785502,902.4507461982192
224,1833.5152783767694,178979.6804354937,926.4169108356292,907.0983675411402
225,1833.5152783767694,178067.91051135972,921.7453542427926,911.7699241339768
226,1833.5152783767694,177151.44497211644,917.0497391335026,916.4655392432668
227,1833.5152783767694,176230.25963534607,912.3299416063995,921.1853367703699
228,1833.5152783767694,175304.33019409134,907.5858371220321,925.9294412547373
229,1833.5152783767694,174373.63221621414,902.8173004995703,930.6979778771992
230,1833.5152783767694,173438.14114375087,898.0242059135027,935.4910724632667
231,1833.5152783767694,172497.83229226441,893.2064268903168,940.3088514864526
232,1833.5152783767694,171552.68085019282,888.3638363051617,945.1514420716077
233,1833.5152783767694,170602.66187819454,883.4963063784929,950.0189719982765
234,1833.5152783767694,169647.75030849047,878.6037086727018,954.9115697040676
235,1833.5152783767694,168687.92094420243,873.6859140887259,959.8293642880435
236,1833.5152783767694,167723.14845868832,868.7427928626425,964.7724855141269
237,1833.5152783767694,166753.4073948738,863.7742145622448,969.7410638145246
238,1833.5152783767694,165778.6721645806,858.7800480836,974.7352302931694
239,1833.5152783767694,164798.91704785143,853.76016164759,979.7551167291793
240,1833.5152783767694,163814.1161922711,848.7144227964349,984.8008555803345
241,1833.5152783767694,162824.2436122845,843.6426983901961,989.8725799865733
242,1833.5152783767694,161829.273188511,838.5448546032652,994.9704237735042
243,1833.5152783767694,160829.17866705506,833.4207569208316,1000.0945214559378
244,1833.5152783767694,159823.93365881362,828.2702701353336,1005.2450082414358
245,1833.5152783767694,158813.51163877975,823.0932583428902,1010.4220200338792
246,1833.5152783767694,157797.88594534268,817.8895849397157,1015.6256934370537
247,1833.5152783767694,156777.02977958444,812.6591126185149,1020.8561657582545
248,1833.5152783767694,155750.91620457254,807.4017033648598,1026.1135750119097
249,1833.5152783767694,154719.5181446493,802.1172184535485,1031.398059923221
250,1833.5152783767694,153682.80838471747,796.8055184449439,1036.7097599318254
251,1833.5152783767694,152640.759569522,791.4664631812949,1042.0488151954746
252,1833.5152783767694,151593.34420292827,786.0999117830382,1047.415366593731
253,1833.5152783767694,150540.5346471966,780.7057226450805,1052.8095557316888
254,1833.5152783767694,149482.3031222529,775.2837534330624,1058.231524943707
255,1833.5152783767694,148418.62170495573,769.8338610796023,1063.6814172971672
256,1833.5152783767694,147349.46232835948,764.3559017805219,1069.1593765962475
257,1833.5152783767694,146274.79678097376,758.8497309910513,1074.6655473857181
258,1833.5152783767694,145194.59670601902,753.3152034220147,1080.2000749547547
259,1833.5152783767694,144108.83360067825,747.752173035998,1085.7631053407713
260,1833.5152783767694,143017.47881534498,742.1604930434929,1091.3547853332766
261,1833.5152783767694,141920.50355286725,736.5400158990266,1096.975262477743
262,1833.5152783767694,140817.87886778775,730.8905932972663,1102.6246850795033
263,1833.5152783767694,139709.57566558008,725.2120761691068,1108.3032022076627
264,1833.5152783767694,138595.56470188106,719.5043146777374,1114.010963699032
265,1833.5152783767694,137475.81658171897,713.7671582146874,1119.7481201620822
266,1833.5152783767694,136350.30175873806,708.0004553958528,1125.5148229809165
267,1833.5152783767694,135218.9905344188,702.2040540575009,1131.3112243192686
268,1833.5152783767694,134081.85305729427,696.3778012522567,1137.1374771245128
269,1833.5152783767694,132938.85932216258,690.5215432450655,1142.993735131704
270,1833.5152783767694,131789.97916929494,684.6351255091373,1148.8801528676322
271,1833.5152783767694,130635.18228364004,678.7183927218689,1154.7968856549005
272,1833.5152783767694,129474.43819402401,672.7711887607462,1160.7440896160233
273,1833.5152783767694,128307.71627234647,666.7933566992236,1166.7219216775457
274,1833.5152783767694,127134.98573277229,660.7847388025842,1172.730539574185
275,1833.5152783767694,125956.2156309193,654.7451765237773,1178.770101852992
276,1833.5152783767694,124771.37486304175,648.6745104992343,1184.8407678775352
277,1833.5152783767694,123580.43216520966,642.572580544665,1190.9426978321044
278,1833.5152783767694,122383.35611248371,636.4392256508297,1197.0760527259397
279,1833.5152783767694,121180.11511808624,630.2742839792911,1203.2409943974783
280,1833.5152783767694,119970.67743256761,624.0775928581442,1209.4376855186251
281,1833.5152783767694,118755.01114296856,617.8489887777232,1215.6662895990462
282,1833.5152783767694,117533.08417197809,611.5883073862881,1221.9269709904813
283,1833.5152783767694,116304.864277087,605.2953834856871,1228.2198948910823
284,1833.5152783767694,115070.31904973724,598.970051026998,1234.5452273497713
285,1833.5152783767694,113829.41591446662,592.6121431061467,1240.9031352706227
286,1833.5152783767694,112582.12212804935,586.221491959503,1247.2937864172663
287,1833.5152783767694,111328.40477863203,579.7979289594541,1253.7173494173153
288,1833.5152783767694,110068.23078486521,573.3412846099549,1260.1739937668144
289,1833.5152783767694,108801.5668950305,566.8513885420558,1266.6638898347137
290,1833.5152783767694,107528.37968616314,560.328069509407,1273.1872088673624
291,1833.5152783767694,106248.63556317012,553.7711553837402,1279.7441229930291
292,1833.5152783767694,104962.30075794367,547.1804731503261,1286.3348052264432
293,1833.5152783767694,103669.34132847031,540.5558489034098,1292.9594294733597
294,1833.5152783767694,102369.72315793516,533.8971078416221,1299.6181705351473
295,1833.5152783767694,101063.41195382176,527.2040742633661,1306.3112041134032
296,1833.5152783767694,99750.37324700717,520.476571562182,1313.0387068145874
297,1833.5152783767694,98430.57239085248,513.7144222220869,1319.8008561546826
298,1833.5152783767694,97103.9745602886,506.91744781289026,1326.5978305638791
299,1833.5152783767694,95770.54475089732,500.0854689854862,1333.4298093912832
300,1833.5152783767694,94430.24777798766,493.2183054671211,1340.2969729096483
301,1833.5152783767694,93083.04827566753,486.3157760566364,1347.199502320133
302,1833.5152783767694,91728.91069591045,479.3776986196878,1354.1375797570815
303,1833.5152783767694,90367.79930761762,472.40389008393885,1361.1113882928305
304,1833.5152783767694,88999.67819567508,465.3941664342308,1368.1211119425386
305,1833.5152783767694,87624.51126000604,458.34834270772654,1375.166935669043
306,1833.5152783767694,86242.2622146183,451.2662329890311,1382.2490453877383
307,1833.5152783767694,84852.89458664681,444.14765040528414,1389.3676279714853
308,1833.5152783767694,83456.37171539127,436.99240712123105,1396.5228712555383
309,1833.5152783767694,82052.65675134877,429.80031433426507,1403.7149640425043
310,1833.5152783767694,80641.71265524144,422.5711822694461,1410.9440961073233
311,1833.5152783767694,79223.50219703917,415.30482017449344,1418.210458202276
312,1833.5152783767694,77797.98795497714,408.0010363147517,1425.5142420620177
313,1833.5152783767694,76365.1323145685,400.65963796813224,1432.855640408637
314,1833.5152783767694,74924.89746761177,393.28043142002775,1440.2348469567416
315,1833.5152783767694,73477.2454111932,385.86322195820054,1447.652056418569
316,1833.5152783767694,72022.13794668407,378.40781386764496,1455.1074645091244
317,1833.5152783767694,70559.53667873272,370.91401042542293,1462.6012679513465
318,1833.5152783767694,69089.40301425142,363.3816138954735,1470.133664481296
319,1833.5152783767694,67611.69816139805,355.81042552339477,1477.7048528533746
320,1833.5152783767694,66126.38312855248,348.2002455311999,1485.3150328455695
321,1833.5152783767694,64633.41872328775,340.5508731120453,1492.964405264724
322,1833.5152783767694,63132.76555133591,332.8621064249319,1500.6531719518375
323,1833.5152783767694,61624.38401554852,325.13374258937995,1508.3815357873896
324,1833.5152783767694,60108.23431485183,317.36557768007486,1516.1497006966945
325,1833.5152783767694,58584.27644319655,309.5574067214869,1523.9578716552824
326,1833.5152783767694,57052.470188502244,301.7090236824622,1531.8062546943072
327,1833.5152783767694,55512.77513159626,293.8202214707865,1539.695056905983
328,1833.5152783767694,53965.15064514721,285.8907919277207,1547.6244864490486
329,1833.5152783767694,52409.55589259295,277.9205258225081,1555.5947525542613
330,1833.5152783767694,50845.949827063036,269.9092128468537,1563.6060655299157
331,1833.5152783767694,49274.29119029564,261.85664160937466,1571.6586367673947
332,1833.5152783767694,47694.53851154889,253.76259963002255,1579.7526787467468
333,1833.5152783767694,46106.6501065066,245.6268733344768,1587.8884050422926
334,1833.5152783767694,44510.58407617833,237.44924804850896,1596.0660303282605
335,1833.5152783767694,42906.29830579388,229.2295079923184,1604.285770384451
336,1833.5152783767694,41293.750463691955,220.9674362748385,1612.5478421019309
337,1833.5152783767694,39672.8980002032,212.66281488801357,1620.8524634887558
338,1833.5152783767694,38043.69814652747,204.31542470104645,1629.199853675723
339,1833.5152783767694,36406.10791360532,195.92504545461648,1637.5902329221528
340,1833.5152783767694,34760.08409098362,187.4914557550674,1646.023822621702
341,1833.5152783767694,33105.583245675414,179.01443306856564,1654.5008453082037
342,1833.5152783767694,31442.561721013873,170.4937537152284,1663.021524661541
343,1833.5152783767694,29770.975635500326,161.92919286322146,1671.586085513548
344,1833.5152783767694,28090.780881646384,153.32052452282667,1680.1947538539428
345,1833.5152783767694,26401.933124810093,144.66752154047887,1688.8477568362905
346,1833.5152783767694,24704.387802026096,135.96995559277198,1697.5453227839973
347,1833.5152783767694,22998.10012082976,127.22759718043439,1706.287681196335
348,1833.5152783767694,21283.025058075265,118.44021562227327,1715.0750627544962
349,1833.5152783767694,19559.117358747582,109.60757904908762,1723.9076993276817
350,1833.5152783767694,17826.331534768364,100.72945439755004,1732.7858239792195
351,1833.5152783767694,16084.621863795652,91.80560740405707,1741.7096709727123
352,1833.5152783767694,14333.942388017429,82.8358025985476,1750.6794757782218
353,1833.5152783767694,12574.24691293895,73.81980329828976,1759.6954750784796
354,1833.5152783767694,10805.489006163816,64.7573716016356,1768.7579067751337
355,1833.5152783767694,9027.621996168791,55.648268381743655,1777.8670099950257
356,1833.5152783767694,7240.5989710722915,46.49225328026927,1787.0230250965
357,1833.5152783767694,5444.372777396545,37.2890847010223,1796.226193675747
358,1833.5152783767694,3638.8960188233677,28.038519803592198,1805.4767585731772
359,1833.5152783767694,1824.1210549435386,18.740314496940343,1814.774963879829
360,1833.5152783767694,0.0,9.394223432959224,1824.1210549438101
